"","M01.1-V1-stool","M01.1-V2-stool","M01.1-V3-stool","M01.2-V1-stool","M01.2-V2-stool","M01.2-V3-stool","M01.3-V1-stool","M01.3-V2-stool","M01.3-V3-stool","M01.4-V1-stool","M01.4-V2-stool","M01.4-V3-stool","M01.5-V2-stool","M01.5-V3-stool","M02.1-V1-stool","M02.1-V2-stool","M02.1-V3-stool","M02.2-V1-stool","M02.2-V2-stool","M02.2-V3-stool","M02.3-V1-stool","M02.3-V2-stool","M02.3-V3-stool","M02.4-V1-stool","M02.4-V2-stool","M02.4-V3-stool","M02.5-V1-stool","M02.5-V2-stool","M03.1-V2-stool","M03.1-V3-stool","M03.3-V1-stool","M03.3-V2-stool","M03.3-V3-stool","M03.4-V1-stool","M03.4-V2-stool","M03.4-V3-stool","M03.5-V1-stool","M03.5-V2-stool","M04.1-V1-stool","M04.1-V3-stool","M04.2-V1-stool","M04.2-V2-stool","M04.2-V3-stool","M04.3-V1-stool","M04.3-V3-stool","M04.4-V1-stool","M04.4-V3-stool","M04.5-V1-stool","M04.5-V2-stool","M04.5-V3-stool","M04.6-V1-stool","M04.6-V2-stool","M04.6-V3-stool"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae",16.07545,16.80075,17.08718,32.8257,36.48952,47.06185,14.53252,13.86631,11.94205,13.75208,14.02222,8.59091,18.65024,16.15477,13.21918,13.13171,17.6118,16.38933,13.73271,23.05035,6.69337,8.61859,7.1729,22.64874,15.13651,14.42822,24.92795,15.98124,14.78845,12.74836,19.58933,19.41295,16.81465,16.15261,22.2208,28.7032,20.30486,13.62419,5.49078,15.50059,21.82185,13.55518,12.51044,21.62876,10.50138,11.18066,9.55247,14.36007,22.4445,9.85485,7.97735,12.44247,21.81138
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae",14.90973,12.00919,6.95005,11.17738,12.50603,8.83335,21.44175,32.93528,18.10291,21.10116,31.26062,9.37668,13.77133,11.37387,22.62326,10.02125,18.72595,19.85881,17.70164,22.02217,8.36207,9.31954,7.45441,19.12062,13.68449,12.3676,25.43042,33.93438,17.66012,17.55699,6.8236,5.29269,5.82979,13.80002,7.01005,7.20361,6.92831,13.32028,1.44668,5.12193,6.3333,4.52111,4.06299,6.94557,7.72519,15.21031,7.58541,4.49834,7.42037,5.67252,1.90234,4.90253,30.20255
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae",13.00738,7.87676,12.56004,5.23358,11.31883,7.60778,4.39392,4.88651,1.0443,1.35146,2.5898,2.64408,7.13198,2.81438,9.98938,14.64089,15.78943,40.02444,34.67975,22.42051,11.71768,4.9025,5.6328,4.95048,2.66244,2.24292,5.1428,6.98688,9.59842,9.82033,4.70397,2.71243,2.54272,15.88683,9.04811,17.25967,5.93584,6.49554,0.84602,2.01461,2.08168,2.35977,0.78845,1.50827,0.73643,1.41483,0.80777,0.8588,1.73527,0.79776,1.12022,2.83165,1.7081
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae",9.18944,5.37,0.86791,0.00359,0,0.03183,0,0,0.00288,39.27769,12.57761,67.92337,38.70716,54.27005,0,0,0,0,0.00262,0.03114,0,0,0,0,0,0,0.03036,0,0,0,0,0.00205,0.01092,6.42806,2.61356,0.76351,0,0,73.10552,54.87006,56.36783,37.774,72.36269,20.1271,61.64656,0,60.0797,0.73029,0.09162,59.36878,62.18986,67.55816,23.38716
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae",6.78748,11.46161,9.92469,4.28967,8.82817,6.99042,4.33185,1.77103,5.41539,2.93198,4.49825,1.22113,3.99244,2.03567,4.77403,7.12569,3.42085,4.94701,2.5463,3.0242,13.07234,3.17288,8.51515,5.76333,6.56705,10.4459,0,0,8.15888,6.38511,7.2973,7.22059,6.98903,2.00854,2.80357,2.09713,0.03571,1.37325,0.00772,0.08169,0.02488,1.01862,0.1394,7.36589,2.23143,4.41449,2.71887,5.77485,3.4896,3.45989,0.0382,0.00333,0.20949
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae",4.55566,7.21873,6.8999,0.02673,0.02324,0.00118,0,0,0,0,0.00606,0.0098,0.00945,0.0163,0,0,0,0.77693,0.83076,1.15125,0.81713,0.4102,0.25732,0,0,0,0,0,0,0,1.08205,0.7873,0.68068,1.36988,1.72657,1.54182,0,0,3.39762,0.37927,0,0,0,0,0,0,0,1.86454,2.31265,0,9.01056,1.99977,2.47224
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae",2.5614,0.51344,2.45457,1.49406,0.72716,0.63892,2.21764,1.8303,1.08472,0.65729,0.74472,0.32314,1.15343,0.80253,0.79223,0.40433,0.37488,0.72573,0.1987,0.25454,0,0,0,0.71519,0.36386,0.53267,0,0,0.18115,0.369,6.24083,3.38668,4.97593,1.1025,1.12612,2.83713,0.20082,0.14859,3.97966,3.47807,3.88196,11.66873,0.98212,4.63271,1.34755,1.23312,1.11513,2.57726,4.95614,0.98429,1.06988,0.42817,2.16089
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae",2.34775,0.61072,1.87462,0.30635,0.00104,0.02348,0.01028,0,0,1.00031,0.52516,0.00392,0.00148,0.61401,13.67037,1.34457,8.67378,0.00545,0.03374,0,0.24148,0.04033,0.07866,0,13.09509,0.35435,0.13001,0.08216,0,0.08159,0.26843,0.20607,0.10592,0.10155,0.19991,0.07012,0,0.14962,0.82718,0.22041,0.06503,0.50662,0.20496,0.01818,0.00104,0.00147,0,6.71522,0,0,0.2311,0.12572,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae",2.30918,2.25083,2.35018,1.06477,0.53143,0.64792,1.1517,0.67579,0.96337,1.66435,2.22522,0.38945,1.32367,0.69871,0.71773,1.3263,0.73609,1.42772,0.87062,1.28782,1.49594,1.34413,1.82086,0.82216,0.98571,1.32125,0,0,1.0947,1.27086,0.89402,1.11924,0.88611,4.16779,4.40297,2.82879,0,1.9985,0,0,0.05228,1.03887,0.47756,4.7928,0.42733,0.47565,0.56891,0.78985,1.5338,0.78131,0.25838,0.63295,0.1097
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae",2.11267,3.21582,2.93251,0.74846,0.28648,0.31117,3.98183,3.06879,1.99637,0.09248,0.01946,0.23804,0.04221,0.00255,0.48656,0.23587,0.5562,0.04855,0.02136,0.04658,0,0.00467,0.04766,0.006,0.01992,0.04132,2.2722,0.30491,0.15138,0.46964,0.03589,0.02474,0.02482,0.06281,0.15464,0.037,0.02369,0.10825,0.33927,7.4358,0.57482,0,0.21278,0.07006,0.01888,0.08592,0.02782,0.022,0.02293,0.03478,0,1.30614,0.00574
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae",1.82528,0.44247,1.2886,1.24529,0.28578,0.57279,0.49395,0.48662,0.7872,0.4323,4.03218,0.01091,2.07703,1.6871,0.66712,0.12919,1.35224,0.00306,0,0.17155,0,0,0,0.07729,0.03976,1.92653,1.32744,0.73479,3.96834,4.41874,9.79325,14.11818,24.50401,2.59783,2.20663,8.4127,0.81624,2.35119,4.45822,5.275,0.08603,4.28264,0.69232,0.44425,0.38153,3.66354,0.21079,6.54126,12.00059,0.23004,0.09625,0.11099,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae",1.31149,3.43205,1.5185,1.81334,1.02392,1.01578,0.86108,0.98857,1.13745,1.67624,1.38744,0.56424,1.71978,1.62408,2.87911,4.146,1.11287,0.6242,1.26309,0.88678,1.41014,2.23083,2.47341,2.2757,1.67311,2.51696,1.44018,1.57572,4.49765,3.40541,1.0736,2.84245,3.07528,3.27872,5.14429,2.43093,0.01604,2.06279,0.28507,0.10355,0.44938,2.78093,0.62873,2.04031,1.071,1.81907,1.21453,0.54081,0.8466,1.14648,1.11481,0.25925,0.73524
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae",1.09657,0.34184,0.88262,0.4601,0.58606,0.3547,0.05808,0.19919,0.0845,0.93201,0.95228,0.5431,0.72842,0.23973,0.28014,0.42282,0.12483,1.4549,1.93888,0.41248,1.09292,0.56308,0.44497,0.66008,0.58086,0.78848,0,0,0.16733,0.24318,0,0,0,0.36297,0.42549,0.27075,0,0.0997,0.14473,0.14586,0.09358,0.71775,0.15536,1.1868,0.07794,0.54063,0.0465,0.8169,0.50364,0.04748,0.82539,0.4736,3.80263
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae",1.06875,0.34309,0.93084,0.34972,0.05719,0.1124,0.01552,0.54365,0.01683,0.24953,0.08697,0.11911,0.04733,0.18419,0.48785,0.17036,0.14093,0.17811,0.20516,0.25607,0.04539,0.09699,0.07523,1.90141,1.88158,1.5127,0.76183,0.40469,0.24197,0.5269,0.66152,0.47603,0.50927,0,0.05997,0.02407,0.46543,0.16157,1.02987,1.30995,1.4572,1.28357,0.60361,0.73555,0.2964,0.72537,0.34644,1.62791,5.25924,0.38477,2.13067,0.37772,0.9641
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae",0.89779,1.87716,1.96601,0.53405,0.78198,0.99063,2.33217,1.0135,2.28795,0.17151,0.49226,0.09393,0.05771,0.07352,2.83764,2.29112,1.55861,0.36734,0.45713,0.77821,0.0793,0.10625,0.10952,4.58576,4.69937,4.52547,0,0,2.88565,2.18725,0.36913,0.87192,0.70332,2.40605,1.20088,1.20347,0,5.07525,0,0,0,0.21992,0.05279,1.07874,0.4664,0,0.67449,0.05097,0.26085,1.16587,0.01968,0.12783,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified",0.74169,1.07808,1.95741,0.25847,0.14842,0.14808,0.21342,0.18195,0.18176,0.75639,2.21337,0.04953,0.33879,0.04581,0.89346,0.75524,0.26821,0.1561,0.24931,0.24652,0.16571,0.22793,0.10322,0.93922,1.36383,3.08448,0.01165,0.19503,0.72552,1.31526,1.49809,0.60066,0.51243,0.86551,0.73939,0.60116,0.7393,2.11491,0.05788,0.03993,0.00834,1.94,0.09918,2.22857,0.04493,0.56601,0.03904,1.03384,1.02272,0.03225,0.02311,0.0206,0.70829
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae",0.52288,0.22834,0.45593,0.00216,0.20628,0.02242,0,0,0,1.21879,1.696,0.25036,1.67828,0.65814,0.00634,0.0105,0.00739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02233,0.58628,0.70679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06331,1.81715
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae",0.50905,0.23514,0.47024,0.5025,0.63054,0.35042,0.50788,0.15916,0.32226,0.25241,0.4833,0.11419,0.16247,0.05051,0.44166,0.16122,0.26093,0.48917,0.6607,0.39978,0.26797,0.15747,0.13483,0.82104,0.24193,0.44825,0.56077,0.35724,0.32543,0.35497,0.36113,0.20451,0.29342,0.18527,0.27614,0.38308,0.25447,0.23921,0.08801,0.13363,0.05718,0.15615,0.04644,0.17867,0.02514,0.05594,0.01776,0.02649,0.03586,0.01855,0.01972,0.02363,0.127
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae",0.31215,0.20835,0.39053,0,0,0,0,0,0,0.37155,0.33271,0.069,0.379,0.37481,0.01603,0.0285,0.00426,0.14949,0.11093,0.07896,0.04034,0.02565,0.02128,0.01321,0.00644,0.00834,0.02101,0.03282,0.0614,0.04124,0.09549,0.15318,0.11649,0.15262,0.29089,0.15384,0,0,0,0,0.0105,0.09307,0.00956,0.08726,0.02044,0.14109,0.01123,0.11346,0,0.00712,0.63172,0.03034,0
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae",0.24315,1.06257,1.09285,0.0904,1.33783,0.12444,0,0,0,1.60464,6.77206,0.01212,1.09501,1.31798,0,0,0.21381,0,0,0,3.95668,3.77209,3.63869,4.44781,9.19045,6.0141,0.09078,1.83929,0.24073,1.7847,8.58281,1.52869,2.62444,0,0,0,0,0,0,0,0,0,0,0.04602,0,0,0,0,0,0,0.14973,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae",0.19841,0.38351,0.32927,0.89913,0.20488,0.09898,0.03383,0.26047,0.2163,0.28607,0.07132,1.76474,0.31293,0.39445,0.10765,0.05512,0.11409,0.55745,1.32444,0.49187,0,0.00873,0.0682,0.0332,0.06158,0.14354,0.81924,0.63156,1.05145,3.19215,0.25592,0.253,0.15592,0.49235,0.41325,2.69408,0.28741,0.53669,0.1335,0.86109,0.46011,0.16597,0.05947,0.01626,0.0431,1.53654,0.01943,0.28948,0.92297,0.06482,0.11204,0.11779,0.19562
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae",0.05492,0.05174,0.04603,0.5173,0.43706,0.27214,0.16092,0.1299,0.26737,0.0893,0.09039,0.05147,0.07164,0.06504,0.20329,0.53641,0.39505,0.17296,1.00623,0.72099,1.08692,0.62766,1.17125,1.11626,1.05967,1.20853,0,0,1.78059,1.93913,1.4319,1.07839,0.87327,0.52601,0.28227,0.3777,0,0,0.96658,0.11085,0.0884,0.09879,0.04687,0.03761,0.03949,3.48578,0.01522,0.34395,1.54244,0.01133,0.08266,0.09013,0.20949
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae",0.04584,0.10953,0.07234,0,0,0,0,0,0,0.12741,0.06145,0,0,0,0,0,0,0,0,0,0.01741,0.02962,0.02791,0.00243,0.20219,0.02385,0,0,0,0,0,0,0,0.0232,0.02317,0.02323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified",0.01082,0.00257,0.05756,0.15289,0.07948,0.05117,0.05449,0.03109,0.15769,0.00779,0.01454,0.00522,0.00919,0.00428,0.1911,0.05117,0.0153,0.76179,0.7319,0.68544,0.15734,0.08625,0.08447,1.79315,1.46675,0.71364,0.05879,0.17742,0.18877,0.29567,0.00619,0.00897,0.00854,0,0,0.0052,0.01924,0.0188,0,0,0,0.00036,0,0.00832,0,0.00025,0,0,0,0,0,0,0.00384
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae",0.00494,0.02746,0.12239,0.2312,0.06525,0.00762,0,0.06006,0,0.21834,0.07168,0.66349,0.09783,0.02931,0,0,0.00531,0,0.13891,0.01023,0,0.00321,0.01864,0.00158,0,0.00968,0.06467,0.07367,0,0,0.00905,0,0,0.11134,0.02898,0.02717,0,0.04896,0.03567,0.35733,0.27187,0.00109,0.06369,0.01704,0.06749,0.00861,0.07088,0.00849,0.22853,0.04322,0.0293,0.00659,0.00192
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides",17.30015,21.76906,23.45133,30.10943,21.25377,21.40995,40.36617,34.832,51.697,5.09203,10.24218,1.48173,4.8802,3.62565,24.61511,42.64108,28.0021,10.83495,21.05705,19.24144,49.10373,63.80959,60.11334,26.59883,24.76092,34.89218,36.37265,36.02351,31.55182,29.97107,28.66715,37.34289,27.42967,27.63008,35.42625,18.97796,63.90237,49.57224,2.99393,1.18984,4.19084,15.68733,5.41886,20.54287,10.75185,53.11353,11.94374,50.21595,32.54511,13.20916,10.61416,5.74041,9.32317
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium",13.00738,7.87676,12.56004,5.23358,11.31883,7.60778,4.39392,4.88651,1.04108,1.35146,2.5898,2.64408,7.13198,2.81438,9.98619,14.64089,15.78943,40.02444,34.67975,22.42051,11.71768,4.9025,5.6328,4.95048,2.66244,2.24292,5.1428,6.98688,9.59842,9.82033,4.70397,2.71243,2.54272,15.88683,9.04811,17.25967,5.93584,6.49554,0.84602,2.01461,2.08168,2.35977,0.78845,1.50827,0.73643,1.41483,0.80777,0.8588,1.73527,0.79776,1.12022,2.83165,1.7081
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella",9.18944,5.37,0.86791,0.00359,0,0.03183,0,0,0.00288,39.27769,12.57761,67.92337,38.70716,54.27005,0,0,0,0,0.00262,0.03114,0,0,0,0,0,0,0.03036,0,0,0,0,0.00205,0.01092,6.42806,2.61356,0.76351,0,0,73.09128,54.86736,55.94576,37.774,72.35125,20.07896,61.58307,0,60.0063,0.00052,0.00187,59.2867,62.18986,67.5514,23.38716
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus",8.32488,6.91067,2.91151,1.32611,6.45597,3.62012,1.23092,11.41836,8.12601,3.5867,4.55783,1.50473,9.12951,8.08523,17.26493,5.40092,13.30433,16.16892,9.15275,15.01917,5.30148,4.99258,2.50998,13.23263,10.46649,7.26534,9.28397,8.48193,2.19696,0.37988,2.4698,1.08265,0.96129,8.87285,0.55109,1.7981,0.11551,5.58935,0.00624,0.21825,0.47363,0.0379,0.07559,1.30424,0.70945,11.06327,0.77415,2.12103,2.51672,0.72793,0.37469,1.2777,23.02891
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes",6.78748,11.46161,9.92469,4.28967,8.82817,6.99042,4.33185,1.77103,5.41539,2.93198,4.49825,1.22113,3.99244,2.03567,4.77403,7.12569,3.42085,4.94701,2.5463,3.0242,13.07234,3.17288,8.51515,5.76333,6.56705,10.4459,0,0,8.15888,6.38511,7.2973,7.22059,6.98903,2.00854,2.80357,2.09713,0.03571,1.37325,0.00772,0.08169,0.02488,1.01862,0.1394,7.36589,2.23143,4.41449,2.71887,5.77485,3.4896,3.45989,0.0382,0.00333,0.20949
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium",6.2177,4.84622,3.75367,9.2169,2.47775,4.75987,12.17112,20.58064,9.59134,3.80851,9.61775,2.21786,3.44208,2.76643,4.68369,4.30949,4.97214,2.62347,5.86104,4.06111,2.26263,4.05596,4.51773,5.38942,2.77526,4.45752,4.56815,3.00281,12.35187,5.77213,3.80244,3.64576,3.9029,4.22441,5.8304,4.80112,6.38704,6.47684,1.38613,4.61368,5.49937,4.00976,3.8464,5.28063,3.1429,3.86802,2.19237,2.28882,4.42856,2.63903,1.36152,3.46306,3.27504
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium",4.55566,7.21873,6.8999,0.02673,0.02324,0.00118,0,0,0,0,0.00606,0.0098,0.00945,0.0163,0,0,0,0.77693,0.83076,1.15125,0.81713,0.4102,0.25732,0,0,0,0,0,0,0,1.08205,0.7873,0.68068,1.36988,1.72657,1.54182,0,0,0,0,0,0,0,0,0,0,0,1.86454,2.31265,0,9.01056,1.99977,2.47224
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea",2.98038,1.74618,3.55251,0.82073,0.5052,0.56956,1.38515,1.761,1.23571,2.1525,4.69717,1.8597,2.70183,1.94993,1.24851,0.63384,0.76104,1.22879,1.31559,1.19966,0.10072,0.34298,0.19364,2.48188,1.26621,2.03309,1.01086,0.68146,0.71857,1.12172,2.08785,1.56564,2.12139,0.15908,0.18176,0.85807,0.65385,0.27972,2.08514,3.07689,3.46842,4.05983,1.36669,2.93424,1.42108,2.09088,1.37707,1.39584,3.17074,1.3853,1.76917,0.86347,3.49646
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified",2.93788,5.25135,0.01549,4.98287,6.663,10.1809,0.98021,0.39697,3.58296,1.33512,0.19265,2.82019,4.76285,2.4592,1.27272,0.92781,9.31012,9.52921,4.85401,4.70869,0.50356,0.45365,0.58163,0.01757,0.14528,0.15932,3.03721,0.50292,1.21252,0.51526,0.30356,0.60866,0.55934,0.53873,0.12822,0.56715,3.78013,1.99506,0.95801,3.414,1.51817,0.04266,0.45129,10.13845,0.00596,0.91049,0.0147,2.77823,0.13626,0.0102,0.61774,2.11128,5.32663
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella",2.54782,0.51267,2.43739,1.49047,0.72388,0.63655,2.18992,1.81026,1.06145,0.65615,0.73902,0.32171,1.14723,0.791,0.78993,0.40346,0.37419,0,0.00086,0.00327,0,0,0,0.70934,0.3618,0.52976,0,0,0.00219,0.00194,6.21102,3.37407,4.96079,1.09946,1.11649,2.82747,0.00058,0,3.96721,3.46773,3.87271,11.62622,0.97762,4.61338,1.34429,1.22718,1.11351,2.56701,4.94391,0.98137,1.06527,0.42778,2.15036
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia",2.34775,0.61072,1.87462,0.30635,0.00104,0.02348,0.01028,0,0,0.99059,0.52516,0.00392,0.00148,0.03204,13.67037,1.34457,0.01865,0.00286,0.02901,0,0.24148,0.04033,0.07481,0,0,0.35435,0.13001,0.08216,0,0.06762,0.26642,0.06863,0.06953,0.10155,0.19991,0.07012,0,0.14962,0.09625,0.00134,0.06503,0.50662,0.19232,0,0.00104,0.00147,0,0.08045,0,0,0.18424,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter",2.32611,1.3474,2.64455,1.23291,0.18113,1.01687,1.66351,1.58195,1.15485,0.12009,0.06815,0.10227,0.64988,0.6275,0.49084,0.57043,0.2227,2.36089,2.49106,4.73041,0.51276,1.12569,1.33773,2.81662,3.14278,3.01311,5.81024,5.55118,0.77049,1.23829,3.78919,2.63163,2.8525,1.90823,3.66038,6.58278,0.27088,1.81865,0.2111,0.54578,1.13871,1.10994,0.61484,1.06748,0.72779,1.12783,0.52403,0.53687,1.85522,0.61984,0.2361,0.34747,1.93452
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia",2.31929,3.35974,1.86647,12.04646,6.42193,9.87175,6.83066,5.68951,2.34473,3.41509,1.12333,1.18397,3.58139,6.33266,5.00111,2.37127,3.5885,0.28089,1.68773,8.08643,1.4713,1.71275,1.49247,1.80657,1.60941,1.21046,3.28568,4.21863,2.57843,1.05969,1.85851,4.82084,2.38436,4.26895,2.78446,3.17969,6.37836,6.23843,0.26729,0.60562,1.08209,0.35368,5.62122,1.18668,5.1394,1.99251,4.42307,6.91902,10.10666,4.91515,1.89224,2.96747,2.61101
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium",2.11267,3.21582,2.93251,0.74846,0.28648,0.31117,3.98183,3.06879,1.99637,0.09248,0.01946,0.23804,0.04221,0.00255,0.48656,0.23587,0.5562,0.04855,0.02,0.04466,0,0.00467,0.04766,0.006,0.01992,0.04132,2.27123,0.30491,0.15138,0.44205,0,0.02323,0.01521,0.06281,0.15464,0.037,0,0.07844,0.33927,7.4358,0.57482,0,0.21278,0.07006,0.01888,0.08592,0.02782,0.022,0.02293,0.03478,0,1.30614,0.00574
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium",1.82528,0.44247,1.2886,1.24529,0.28578,0.57279,0.49395,0.48559,0.7872,0.4323,4.02423,0.01091,2.07703,1.6871,0.66712,0.12919,1.35224,0.00306,0,0.17155,0,0,0,0.07729,0.03976,1.92653,1.32744,0.73479,3.96495,4.40775,9.7916,14.11496,24.49568,2.59783,2.20663,8.4127,0.81508,2.35119,4.45822,5.275,0.08603,4.28264,0.69232,0.44425,0.38153,3.66354,0.21079,6.54126,12.00059,0.23004,0.09625,0.11099,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus",1.76965,1.22617,4.38437,0.35016,0.35735,0.38518,1.06149,2.34314,1.47075,5.31621,6.28606,1.32058,1.55912,1.12534,0.22776,0.07769,0.07263,0.22857,0.29167,0.29129,2.28047,1.4869,1.15032,4.18694,1.72469,1.22182,0.7526,0.42787,1.2885,1.29289,2.05124,1.16553,1.16641,0.32311,0.56787,0.75099,0.88212,0.53641,0.22315,1.70618,0.97808,1.53062,0.86019,1.72037,0.57119,2.01042,0.53399,0.76717,1.48268,0.48579,0.82748,1.849,3.81132
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia",1.75215,1.52216,3.41146,0.91393,0.7576,0.51016,1.17685,1.15175,1.33862,0.65701,0.98305,0.70849,3.12563,3.17039,2.27992,0.83483,2.53655,1.55711,1.61975,2.31207,1.11638,2.31461,1.74601,1.46113,0.45252,1.26903,4.33687,1.7497,2.39613,3.34133,7.79538,2.84617,3.24535,5.58682,4.67951,8.41958,1.78978,1.10679,1.17421,2.72935,11.27676,2.79819,2.86635,4.29341,2.35964,2.48646,2.34625,0.79893,3.37999,2.1432,1.84898,0.99534,2.24589
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter",1.42523,1.37001,1.04089,0.97845,0.39844,0.57937,1.1517,0.67579,0.96337,0.81619,0.97717,0.26376,1.02992,0.59633,0.71773,1.32314,0.73361,1.42772,0.87062,1.28782,1.49453,1.34352,1.8173,0.82216,0.98571,1.32125,0,0,1.09093,1.27086,0.89402,1.11924,0.88611,3.4035,3.63993,2.29928,0,1.9985,0,0,0.05002,0.94537,0.43979,3.40225,0.3099,0.36064,0.37172,0.73518,1.34889,0.49572,0.20808,0.53764,0.08872
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio",1.34319,1.98664,0.59149,6.01769,21.1653,20.09916,0.00275,0.00433,0,0.44192,0,0.42976,0,0,0,7.31028,0.1177,0,0,0,0,0,0,7.05067,5.68805,4.28016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23774,0.01438
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides",1.31149,3.43205,1.5185,1.81334,1.02392,1.01578,0.86108,0.98857,1.13745,1.67624,1.38744,0.56424,1.71978,1.62408,2.87911,4.146,1.11287,0.6242,1.26309,0.88678,1.41014,2.23083,2.47341,2.2757,1.67311,2.51696,1.44018,1.57572,4.49765,3.40541,1.0736,2.84245,3.07528,3.27872,5.14429,2.43093,0.01604,2.06279,0.28507,0.10355,0.40522,2.78093,0.62873,2.04031,1.071,1.81907,1.21453,0.54081,0.8466,1.14648,1.11481,0.25925,0.73524
