"","P10E0","P10E7","P10E90","P11E0","P11E7","P11E90","P12E0","P12E7","P12E90","P13E0","P13E7","P13E90","P14E0","P14E7","P14E90","P15E0","P15E7","P15E90","P17E0","P17E7","P17E90","P18E0","P18E7","P18E90","P19E0","P19E7","P19E90","P1E0","P1E7","P1E90","P20E0","P20E7","P20E90","P21E0","P21E7","P21E90","P22E0","P22E7","P22E90","P23C0","P23C7","P23C90","P25C0","P25C7","P25C90","P2E0","P2E7","P2E90","P38C0","P38C7","P38C90","P3E0","P3E7","P3E90","P4E0","P4E7","P4E90","P5E0","P5E7","P5E90","P6C0","P6C7","P6C90","P7C0","P7C7","P7C90","P8C0","P8C7","P8C90","P9E0","P9E7","P9E90"
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas",0.00871,0.00445,0.00421,0.00597,0.02945,0.00025,0,0,0,0.02831,0.01287,0.04952,0,0.01712,0.00151,0.11451,0.05454,0.00768,0,0.03555,0.00347,0.19888,0.06211,0.13226,0,0.0071,0,0.00343,0.00123,0.02021,0.00442,0.02053,0.02143,0.00632,0.01666,0.00366,0.10695,0.11085,0.08853,0.00552,0,0.00193,0,0,0,0.02182,0.01628,0.01207,0.06091,0.02416,0.04913,0,0,0,0,0,0,0,0,0,0.18046,0.10118,0.32109,0.04686,0.08296,0.02594,0.14142,0.09672,0.09135,0.00557,0.05739,0.00703
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma",0.00799,0.00396,0.00498,0.00132,0,0.00343,0,0,0,0.02974,0.24309,0.02519,0.00629,0.00471,0.00822,0,0,0.00064,0.00199,0,0.00097,0.00946,0,0.00126,0.0053,0,0.00203,2.32,1.23439,0.02987,0.00124,0,0.00149,0.00501,0,0.01172,0,0,0.00024,0.00898,0.01,0.00655,0,0,0,0.00346,0.00157,0,0.00011,3e-04,0.00012,0.00338,0.00053,0.00131,0,0,0,0.00281,0,0.00234,0.00772,0.01254,0.00939,0.00229,0.00284,0.00483,0.00011,0,1e-04,0.00098,0.02711,0.00747
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia",0.00785,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0.00096,0.00235,0,0.00375,0.00319,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711,0.01358,0.01843,0,0,0.00087,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter",0.00748,0.00158,0.00249,0.01444,0.00202,0.02321,0.06203,0,0.03606,0.00114,0.00137,0.00028,0,0,0,0.00906,0,0.01583,0.01305,0.01001,0.0202,0.07169,0.00583,0.01922,0.00987,0.00361,0.00384,0.00246,9e-04,0.00099,0,0,0,0.0606,0.01166,0.36605,0.02257,0.00147,0.01283,0.00803,0.03221,0.00163,0.00734,0.01071,0.00641,0.00351,0.00137,0.00868,0.01743,0.02507,0.00635,0.05946,0.04441,0.01614,0.00631,0,0.00717,0.04518,0.02071,0.00175,0.10311,0.17477,0.02611,0.07305,0.05312,0.06596,0.01765,0.02371,0.01537,4e-04,0.00196,0.02439
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas",0.00707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0,0,0,0.00178
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella",0.00626,0,0,0,0,0.00245,0,0,0,0,0,0.02329,66.11467,58.83519,54.17374,0.22803,0.02212,0.3047,0,0,0,0.02406,0,0,13.94554,12.23031,51.26316,0.01558,0.02277,0.10856,0,0,0,0,0,0.02179,0,0,0.00048,0.00122,0.0048,0.05043,0,0,0,3e-04,0,0.023,0,0,0,0.00029,0,0.0081,86.92593,67.6709,0,0.00104,0,0,0,0.01205,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus",0.00127,0,0.00187,0,0,0.00222,0,0,3e-04,0,0.00015,0.00066,0,0,0,0,0,0.00044,0,0,0,0.00157,0.00026,0.00024,0.00034,0,0,0.00191,0.0017,0.00227,0,0,0,0.00132,0.00031,0.00654,0.00195,0.00088,0.00166,7e-05,0.00143,0,0.00158,0.00046,0,0.01293,0.01122,0,7e-04,0.00282,0.00343,0.0038,0.02024,0.00242,0.00689,0,0,0,0,0,0.00982,0.01487,0.00356,0.00431,0.00803,0.00954,0.00225,0.00289,0.00207,0,0,0.00063
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified",0.00105,0,0.00338,0,0.00036,0.00352,0,0,0,0,0,0,0,0.00343,0,0,0.02817,0,0,0,0,0,0,0,0,0,0,0.02621,0.02425,0,0.01125,0.04037,0.00906,0.01529,0.01227,0.00501,0.00137,0.00273,0.00242,0,0,0,6.86247,2.3246,0,0.00067,0.00423,0.00263,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus",0.00038,0,0.00741,0,0,0.02069,0.01639,0,0.00019,0.01088,0.00039,0.00011,0.00078,0.02057,0.00226,0,0,0.00213,0.00597,0,0.0052,0.00973,0,0.00412,0.01242,0.13682,7e-05,0.07644,0.08347,0.14554,0.00227,0,0.04866,0.0043,0.00083,0.00669,0.01812,0,0.01173,0.04616,0.12307,0.00044,0,0,0,0,0,0,0.00759,0.02268,0,0,0,0,0,0,0,0,0,0,0.00195,0.00238,0,0.00017,0.00855,0.00149,0,0,0,0,0,0.01084
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis",20.80117,27.4047,11.88727,23.44965,12.1702,29.59361,0,0,0,8.35565,10.25723,7.85079,1.33426,1.26562,1.37383,12.54105,15.95318,9.48299,9.97155,23.23986,15.30472,28.91692,37.84064,39.47422,5.15244,6.12281,2.30221,3.90149,3.96451,12.16623,16.13604,34.49517,14.55421,15.22612,14.30484,6.94893,10.43601,0.0092,11.91657,8.75318,6.10092,18.28814,12.80381,12.17041,13.75352,8.47791,8.92781,16.14254,20.37925,9.88779,18.6334,16.64191,23.37682,33.23347,0.67864,1.06423,14.26497,0,0,2.4667,29.31969,18.04045,21.46995,1.02146,5.02769,13.54907,17.66538,25.85273,25.83608,3.13718,3.48307,7.60342
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis",10.97087,5.7991,7.42057,22.19617,13.87579,4.75346,0,0,0,9.47427,6.07799,9.91617,1.30134,0.96311,1.53133,5.14033,1.36179,0.40119,9.88898,5.50934,14.74346,0.02574,0.00925,0.03628,2.9378,3.97333,4.4209,6.93265,7.32521,12.43717,0,0,0,2.27934,6.05705,0.27542,9.43252,12.00823,5.62927,14.44964,6.88056,10.94927,11.74663,6.97325,12.58152,19.09387,15.77111,19.30425,12.63999,22.28273,10.09034,0,0,0,0,0,0,20.36588,13.28034,5.21151,14.35944,14.30748,13.48082,26.68634,34.04104,18.16611,13.78967,12.29938,17.04416,18.92474,18.15055,16.38009
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus",8.2559,7.23011,16.94051,16.39781,0.77637,11.12982,0,0,0,1.15468,0.43259,0.24593,4.80755,6.21789,4.18311,21.51209,19.49483,34.88411,4.63807,12.38516,4.3824,12.1213,1.0434,9.97598,2.38707,2.67994,1.49461,0.59856,0.74758,0.89646,22.75622,3.65737,11.54819,3.35175,6.40733,0.80476,0,0,0,2.89903,1.47521,6.72285,8.74263,14.32898,16.38212,5.28253,3.10076,13.11394,9.21351,6.00847,15.03162,0,0,0.03534,4.44019,19.10689,26.42877,31.40784,25.01741,54.68723,0,0.00027,0.01206,1.84861,3.43746,6.73533,0,0,0,30.31484,10.87792,18.687
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis",6.74988,5.97377,4.4734,0.8469,0.36112,3.30803,0,0,0,0,0,0,0,0,0,0,0,0,5.72347,3.36578,3.53047,0,0,0,0.89888,3.75308,0.20067,0,0,0,0,0,0,0,0,0,5.1859,4.81032,2.36321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67632,0.08388,0.74573,0.00775,0.1806,0.29331,0,0,0,2.82149,0.18748,1.17688
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241",6.15871,0.01018,1.66844,0.00089,0,0.00152,0,0,0,0.00604,0,0.02102,0.44529,0.06771,1.19164,0,0,0,0,0,0,0.00114,0,0,2.1894,0.01795,0.75354,0.00504,0.00762,0.03538,0,0,0,0,0,0,1.4267,0,0.29861,0.00023,0.00038,0.00119,0.09455,0.01392,0.06402,0.00168,0.00079,0,0.00022,0.00056,0.00042,0.19859,3e-04,0.25561,0,0,0,0,0,0,0.49114,0.26762,0.5622,0.1658,0.15592,0.1238,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",4.003,1.53617,3.09257,0.14002,0.16413,0.18047,0,0,0,0.26136,0.14486,1.74813,0.0286,0.03856,0.0489,1.37668,0.08728,2.1517,24.44885,2.87813,7.20382,1.22733,1.17368,3.35829,1.13913,1.77915,0.88854,0.98518,1.66565,3.43396,0,0,0,0,0,0,0.24575,0.09846,0.16074,9.09047,7.42759,15.54147,0,0,0,0.21555,0.23421,0.39669,0.28896,0.58027,0.24118,1.5367,1.47794,0.87058,0,0,0,2.15083,3.04529,0.70833,3.27541,3.70777,4.25309,0.76039,1.20331,0.78944,0,0,0,0.07005,0.02401,0.35262
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale",3.72832,0,1.23528,0.14138,0,4.2291,0,0,0.14588,1.23203,0,2.46651,1.23571,0,1.05535,3.48496,0,0.34867,0.74754,0.40377,0.27981,2.00042,0,0.977,0.60539,0,0.26299,0,0.00145,0.46237,0.28739,0,0,0.00338,0,0,1.02135,0,2.16723,0.00115,0.00114,0.07515,2.30597,1.30458,0.95956,9e-04,0.00081,0,0.54776,0.3575,0.11835,0.12788,0,0.14671,0.17993,0,1.93532,1.20396,0.03966,0.44557,1.72975,2.73551,3.51021,2.80657,2.72149,1.69691,0.29216,1.33538,0.81728,0.28818,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis",3.69796,2.09672,4.26313,1.41253,3.13126,2.65906,0,0,0,0,0,0,0.79182,2.49171,1.2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65305,5.94829,5.94127,0,0,0,3.30255,1.65877,1.28552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21149,2.23261,2.55451
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",2.80294,10.47816,3.04229,2.52223,16.0615,1.55193,0,0,0,2.14973,9.11652,2.10234,1.33772,2.85384,1.76027,0.49122,4.88693,5.82172,3.90301,5.59425,3.4958,0.10137,1.38627,0.54812,0.37239,0.7247,0.20077,2.01396,2.17514,0.41453,0.00013,0,0,0.60118,3.60908,3.00494,1.2286,4.42716,4.96097,0.8457,0.81307,0.83674,0.41471,0.52468,1.06944,1.91044,2.54377,1.19929,3.19454,4.34375,1.52679,1.15381,6.86914,0.91037,0,0,0,4.76517,29.11059,3.7061,3.91267,6.14765,4.22321,11.63943,9.53648,5.78083,3.53952,2.72703,2.14815,0.65097,3.38766,0.97784
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",2.56431,2.34411,2.32742,1.09838,1.08824,1.10962,1.48766,0.23607,1.40018,2.12576,0.81851,1.9573,1.09741,1.62776,1.16171,2.16189,0.60981,2.8897,1.1191,5.0852,0.92439,0.87852,1.69807,1.2346,2.2568,3.61236,2.44131,0.92673,0.67023,1.52169,3.73123,0,0.55404,0.28087,1.78511,0.11102,3.10337,0.51575,1.77792,1.05006,0.54695,0.57066,3.60616,2.47198,2.07234,6.07143,5.8722,3.88448,1.81211,2.4295,1.8834,3.49035,2.97297,2.49337,1.45392,0.59021,0.14492,0.76845,0.38041,0.03377,4.33235,2.23442,3.20985,7.22364,3.20967,3.14466,1.24632,1.4491,1.5652,5.02816,1.85141,4.87558
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus",2.32233,2.65151,1.94379,0.0371,0.70764,0.0096,0,0,0,0.04572,0.08863,0.04625,0.00282,0.00182,0.00613,0.00473,0.00491,0.02527,0,0,0,0,0,0,0.0048,0.1569,0.05238,0.04838,0.08327,0.59071,0,0,0,0,0,0,0,0,0,0.2331,0.13253,0.21156,0,0,0,0,0,0,0.09774,0.10777,0.05824,0.57777,0.4609,0.28135,0,0,0,0,0,0,0,0,0,0.00594,0.025,0.05817,0,0,0,0.77711,0.16242,0.65171
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",2.23257,4.63693,3.63529,2.12492,11.59108,1.65838,53.25324,71.92959,49.64982,1.44357,2.94418,1.848,1.76934,2.13093,2.59391,2.67484,2.0301,1.40117,4.11861,2.93213,2.48877,4.92738,5.7679,3.51036,0.98547,1.85337,0.70829,0.74043,0.87616,0.92702,2.70593,30.70179,3.12656,1.96225,2.26661,3.94283,0,0,0,4.05376,2.66969,4.0572,1.23053,1.25267,1.0147,1.4562,0.84312,3.33515,1.82267,4.02711,1.06905,3.21554,2.82987,3.60695,0,0,0,0,0,0,1.57489,3.61578,2.63155,6.08324,4.36807,5.30279,0,0,0,6.8415,5.2853,3.02514
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",2.16663,2.04193,4.71094,0.4658,0.07351,0.2514,0,0,0,1.65066,2.10127,2.14985,1.20353,3.53599,1.41881,0.55063,0.14168,1.03593,2.33398,2.10528,2.71068,1.0102,4.43891,4.03919,2.59679,1.8962,1.57237,0.27161,0.42237,1.08892,0,0,0,0,0,0,0.20615,0.00806,0.64589,0,0,0,0,0,0,1.9328,1.55738,2.73802,1.2123,1.49784,1.7418,5.19948,6.79361,4.67636,0,0,0,0,0,6.09529,3.58014,5.58071,2.16759,1.06993,0.43707,1.25711,0,0,0,1.90921,4.33637,3.40625
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",2.06955,0.03548,1.60781,0,0,0,0,0,0,0.45777,0.45707,0.07605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253,0.07197,0.15474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6062,0.73611,0.92356,2.09799,1.07868,1.9128,0,0,0,0,0,0,0,0,0,1.54204,2.60906,1.47602,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",1.53667,0.05926,0.08102,0.01919,0,0.1562,0,0,0.02981,1.14803,2.3888,0.46118,0.00044,0.164,0.01753,0.35226,0.15999,0.17037,0.91554,0,0.2421,1.01762,0.19772,0.30301,0,0.01843,0,1.23642,0.73394,0.22457,0.05854,0,0,0.04445,0,0.02456,0.02529,0,0.05803,0.85079,0.99079,0.26536,0,0,0,0,0,0,0.00862,0.00702,0.01604,0,0,0,0.25628,0.02358,0.28311,0.04635,0.00263,0.00572,0.50891,2.91432,0.20509,0.19111,0.27912,0.24036,0.09746,0.36733,0.29513,0.15614,0.48574,0.06887
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",1.36069,0,0.10877,1.99049,0,2.01428,0.10527,0,2.01428,0.23787,0,0.37751,0.09468,0,0.33185,0.53701,0,1.88401,1.23681,0.00478,0.18848,0.19732,8e-05,0.55548,0.89011,0,0.39856,0,0.00125,0.2872,0.61257,0,0.42885,0,0,0,1.38029,0,0.70407,0.0094,0.02036,0.0382,0.1294,0.07959,0.09154,0,0,0,1.45515,1.32766,0.4052,0.47365,0.00352,0.02783,0.24121,0,0.00275,0.31322,0,0,0.04626,0.06875,0.083,2.17693,0.90257,0.97572,0.22124,1.08403,0,0.01099,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus",1.23716,1.09723,1.57245,0.75851,1.43047,0.06426,0,0,0,1.00646,0.48526,0.72834,0.67693,1.13709,2.1691,0.35859,0.30851,0.86389,1.96612,0.37711,1.12452,0.28394,0.44916,1.01342,0.42225,0.32467,0.90405,0.25115,0.34961,0.59954,0,0,0,0.1694,0.38745,0.05567,1.24137,0.35883,0.81724,0.54094,0.3019,0.80194,0.52194,0.42791,0.75616,1.16934,0.896,1.44592,0.63651,0.82926,0.68263,1.50343,0.83042,0.94377,0,0,0,0.69022,0.47442,0.96152,0.76907,1.03625,1.75134,0.34815,0.26284,1.14097,0.51003,0.5529,0.64632,2.85454,0.56159,1.20219
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans",1.21624,0.94516,0.13784,0.3335,1.14666,0.3966,1.21778,0.67506,1.05373,0.11297,0.07959,0.0792,0.21904,0.29626,0.21409,0.08794,0.02066,0.27114,0.16091,0.15857,0.07451,0.88076,0.33192,0.43298,0.44036,0.48162,0.06899,0.50587,0.30739,0.16872,0.05777,0,0.18776,1.38661,1.25512,7.0033,0.159,0.08959,0.30749,1.134,3.31252,0.88956,0.25535,0.06769,0.56353,0.11013,0.17352,0.03984,0.1614,0.683,0.34243,0.09348,0.37001,0.16104,0.00886,0,0.11283,1.26758,0.12582,0.01238,1.81673,0.39238,0.08654,0.12957,0.14389,0.10487,0.65775,0.51191,0.53064,0.26275,0.14598,0.33914
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops",1.14126,0.73834,1.96503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64411,0,0,0,6.31739,5.73046,7.84151,2.1758,2.60427,1.77702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318,0.00533,0,1.46219,1.93732,1.01585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila",1.01723,0.86168,1.21329,0,0,0,0,0,0,0,0,0,0.19546,0.71279,0.09577,0,0,0,0.29737,1.87929,0.95423,0,0,0,0.34796,0.78098,0.2966,0,0,0.00937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62629,3.8657,5.29662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis",0.99967,0.31914,0.24115,0.24955,0.64257,0.02705,0,0,0,1.2845,0.66224,2.25065,0.04579,0.3797,0.05174,1.84247,0.81417,0.2369,0.07843,2.03106,0.14419,0.27168,0.07815,0.1988,0.02963,0.24165,0.02205,0.17834,0.16651,0.36172,0.48616,0.979,1.1623,0.19897,0.52175,0.05597,1.13676,3.58468,1.25718,0.08269,0.02666,0.07936,0,0,0,0.28824,0.23276,0.15298,1.23858,0.54061,0.69442,0,0,0,0,0,0,0,0,0,0.07731,0.05186,0.1778,0.20668,0.32483,0.17545,3.14067,2.3561,2.20985,0.11444,1.34977,0.11443
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis",0.96685,0.67445,3.26875,1.4063,0.58537,2.28681,0,0,0,3.95014,1.9847,2.46177,2.13823,1.08211,1.64218,0.84005,1.59437,2.53682,0,0,0,5.12124,2.0522,4.82067,0.69211,0.65806,0.55492,2.16834,2.75409,2.84913,0,0,0,0,0,0,2.82086,2.55997,5.16823,1.5397,1.47196,2.14047,0,0,0,0.74025,0.83932,2.15918,0.66138,1.9985,1.59179,0,0,0,0,0,0,9.05689,1.87102,10.93037,0,0,0.00042,1.62335,1.07978,0.97941,0,0,0,2.07507,0.6677,1.95396
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli",0.90897,0.02246,0.06843,0.01758,0.01144,0.00155,0.06177,0.40561,0,0.09685,0.00941,0.07615,0.02612,0.0805,0.01423,0.005,0.10792,0,0.05159,0.00169,0.0018,0.00828,0.24624,0.03259,0,5.79349,0,0.03842,0.03857,0.03193,0.24723,1.61976,0.23308,1.17061,0.04227,9.91273,0.08328,1.50483,0.1364,0.32531,0.08911,0.37171,0,0.01351,0,0.00624,0.00164,0.24072,0,0.00045,0,0,0,0,0.01052,2.25032,1.06846,0,0,6.45687,0.02353,0.14331,0.0739,0.0369,0,0.01525,0.0136,0.00716,0.08201,0.5812,0.07113,0.0731
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357",0.89323,0,0,2.0979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06957,0,4.34158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus",0.89099,0.43619,1.11466,1.80158,12.17525,5.08101,22.57267,5.48242,13.94889,0,0.00321,0.17326,0.21865,0.66463,0.22481,0.01286,0.42785,0.03166,2.22951,19.59281,1.80277,0.23521,2.82721,1.11203,0,0,0,0.20653,0.28854,0.47976,7.49524,2.82664,6.41242,3.20957,14.79269,1.11754,0.99582,3.57296,1.86867,0.84191,0.93023,0.9255,1.23743,1.72404,1.63431,7.11731,9.40542,1.25411,0.06054,0.13941,0.13632,0.19667,0.45968,0.41345,0.61733,8.57265,2.33449,0,0,1.28975,0.00083,0,0.00171,0.24045,0.30433,0.41015,4.84682,5.33603,7.11473,0.98652,0.51069,1.36495
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens",0.69193,8.12167,2.43292,2.39095,2.27762,4.99777,1.69305,5.90694,5.16376,0.62916,4.86826,1.81084,0.32088,0.06576,0.11381,0.70393,0.88989,2.5244,3.65942,0.3424,4.88334,0,0,0,0.49704,0.39055,0.31629,0,0.00736,1.68644,0,0,0,0,0,0,1.06417,3.16323,1.91151,0.08748,0.09665,0.40053,0,0,0.01229,0,0,0,1.16097,1.4334,3.87653,4.71903,6.47234,1.84663,0,0,0,13.36035,15.6532,1.7173,1.811,1.0748,2.39373,0.48982,0.17215,0.26571,6.51967,7.57447,4.84111,0.00951,0.00148,0.01651
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144",0.64117,1.61572,2.39298,0,0,0,0,0,0,0,0,0,0.27452,0.21893,0.94689,0,0,0,0,0,0,0,0,0,0,0,0,0.5999,0.59802,0.54737,0,0,0,0,0,0,0,0,0,0,0,0,0.81105,0.47619,0.62976,0.87335,0.57154,1.20468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",0.60682,0,0.23398,0.3927,0,0.36648,0.2229,0,0,0,0,0,0.76333,0.26752,0.79697,0,0,0.14756,0.59837,0,0.19767,0.97691,0,0.23161,0.52932,0.00993,0.29392,0.00207,0.0696,0.27169,0.47979,0,0.31007,0.97786,0.00038,2.22037,0.05641,0,0.13889,0.67737,1.28732,0.43314,0,0,0,0.32582,0.32461,0.03017,0.10356,0.14084,0.05302,0.4119,0.01778,0.13083,0,0,0,1.1225,0.14262,0.30992,0.95451,2.26696,0.60692,0.28318,0.22499,0.2267,0,0,0,0.14962,0,0.13546
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis",0.57052,0.18459,0.17708,0,0,0,0,0,0,0.03374,0.00931,0,0,0,0,0,0,0,0,0,0,0.08961,0.00594,0,0,0,0,0,0,0,0,0,0,0.27254,0.21095,1.75139,2.8191,22.09626,3.09088,0,0,0,0.6295,0.85785,0.70273,0.13779,0.11148,0.45989,0.00637,0.01727,0,0,0,0.00019,0.01235,0,2.45436,0,0,0.22784,0,0,0,0.1379,0.05847,0.13644,3.00864,5.12004,3.40748,0.97415,5.61564,0.87737
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii",0.56667,0.45435,0.44516,0,0,0,0.35879,0,0,0.63813,0.8503,0.78999,0.0211,0.70224,1.34844,0,0,0,1.05169,3.59667,1.53836,4.45734,0,0.7633,4.10569,0.97936,0.00357,0.42627,0.60384,1.41612,0,0,0,0.61506,0.66427,2.50942,0,0,0,2.09272,5.04079,0.7455,1.95803,0.43433,1.2828,0.34162,0.69574,1.49455,0.15227,0.28951,0.00569,0,0,0.41229,0,0,0,0,0,0,0.23689,0.98487,0.4482,0.08414,0.34471,0.168,0,0,0,0,0,0
